A,CA,CV,DD,DP,FC,FD,FF,FS,FT,G,GC,GS,I,PE,PP,RB,SG,PNT,price,proGoals,consGoals,realScore
0.02,0.12,0.00,0.00,0.00,2.53,0.55,0.71,1.30,0.00,0.53,0.00,0.00,0.48,3.48,0.00,0.15,0.00,9.84,0.69,3.86,4.6
0.01,0.06,0.00,0.00,0.00,2.27,1.28,1.36,1.65,1.00,0.27,0.00,0.00,0.24,3.74,0.00,0.07,0.00,8.71,1.34,3.93,-1.4
0.00,0.03,0.00,0.00,0.00,3.13,0.64,0.68,1.83,0.50,0.13,0.00,0.00,0.12,4.87,0.00,0.04,0.00,10.1,0.67,5.96,6.3
0.00,1.02,0.00,0.00,0.00,5.57,0.32,3.34,2.91,0.25,1.07,0.00,0.00,1.06,3.44,0.00,0.02,0.00,9.31,1.34,2.98,1.0
0.00,0.51,0.00,0.00,0.00,3.78,1.16,3.67,1.46,0.12,0.53,0.00,0.00,0.53,4.72,0.00,0.01,0.00,8.92,0.67,2.49,-0.6
0.00,0.25,0.00,0.00,0.00,2.89,0.58,1.83,2.73,0.06,0.27,0.00,0.00,1.27,4.36,0.00,0.00,0.00,7.77,1.33,1.25,-5.7
0.00,0.28,0.00,0.00,0.00,1.61,0.07,0.48,0.84,0.01,0.03,0.00,0.00,0.41,2.54,0.00,0.00,0.00,9.13,3.42,0.66,4.3
0.00,1.14,0.00,0.00,0.00,2.81,0.04,0.24,1.42,0.00,1.02,0.00,0.00,0.20,5.27,0.00,0.00,0.00,8.97,3.71,1.33,3.5
0.00,0.57,0.00,0.00,0.00,2.40,0.02,2.12,3.71,0.00,0.51,0.00,0.00,0.10,4.64,0.00,1.00,0.00,9.13,1.85,1.66,3.7
0.00,0.29,0.00,0.00,0.00,1.20,1.01,3.06,4.86,0.00,0.25,0.00,0.00,2.05,5.32,0.00,1.50,0.00,8.66,0.93,1.83,1.1
0.00,0.14,0.00,0.00,0.00,0.60,1.50,2.53,2.43,0.00,0.13,0.00,0.00,1.03,4.66,0.00,0.75,0.00,10.24,1.46,0.92,9.4
0.00,1.07,0.00,0.00,0.00,3.30,0.75,2.26,3.21,1.00,1.06,0.00,0.00,1.51,7.33,0.00,1.38,0.00,9.21,2.73,2.46,3.0
0.00,0.54,0.00,0.00,0.00,1.65,0.38,2.13,3.61,0.50,0.53,0.00,0.00,3.76,5.66,0.00,2.69,0.00,9.78,2.37,2.23,5.5
0.00,0.63,0.00,0.00,0.00,0.91,0.09,0.53,1.40,0.13,0.63,0.00,0.00,1.44,1.42,0.00,0.67,0.00,9.11,2.59,3.56,1.6
0.00,0.32,0.00,0.00,0.00,2.46,1.05,1.27,1.70,0.06,0.32,0.00,0.00,2.72,1.71,0.00,1.34,0.00,8.79,1.30,2.78,0.5
0.00,0.16,0.00,0.00,0.00,1.23,0.52,1.63,2.85,0.03,0.16,0.00,0.00,1.36,4.85,0.00,0.67,0.00,9.85,2.65,2.39,6.4
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.07,0.00,0.00,0.7
0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,7.6,4.00,0.00,-0.8
0.00,0.00,0.00,0.00,0.00,2.00,0.50,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.50,0.00,0.00,0.00,9.62,3.00,2.00,8.0
0.00,0.00,0.00,0.00,0.00,2.00,0.25,0.00,1.50,0.00,1.00,0.00,0.00,0.00,0.75,0.00,0.00,0.00,8.04,3.50,1.00,-0.5
0.00,0.00,0.00,0.00,0.00,5.00,2.12,1.00,0.75,0.00,0.50,0.00,0.00,0.00,4.38,0.00,0.00,0.00,7.42,1.75,1.50,-1.1
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.48,2.95,0.91,0.0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.3,4.74,2.68,6.9
0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,6.0,4.37,1.34,-0.3
0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,1.00,0.00,0.00,0.00,5.85,3.09,1.33,-1.3
0.00,0.00,0.00,0.00,0.00,1.56,0.00,0.00,0.50,0.00,0.06,0.00,0.00,0.00,0.75,0.00,0.00,0.00,6.07,1.77,1.83,0.7
0.00,0.00,0.00,0.00,0.00,0.78,0.00,0.00,5.25,0.00,0.03,0.00,0.00,0.00,6.38,0.00,0.00,0.00,5.97,1.89,0.92,-0.5
0.00,0.00,0.00,0.00,0.00,2.39,0.00,0.00,3.63,0.00,0.02,0.00,0.00,0.00,3.19,0.00,0.00,0.00,5.82,1.94,1.46,-0.3
0.00,0.00,0.00,0.00,0.00,1.60,0.00,0.50,0.91,0.00,0.00,0.00,0.00,0.00,0.80,0.00,0.00,0.00,6.86,1.99,0.36,5.9
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.24,1.75,0.00,2.6
0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,2.00,0.00,3.62,2.88,2.00,-0.5
0.00,0.00,0.00,0.00,0.00,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,1.00,0.00,3.55,1.44,1.00,-0.1
0.00,0.00,0.00,0.00,0.00,1.75,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2.00,5.25,0.00,1.50,0.00,2.99,0.72,0.50,-2.2
0.00,0.00,0.00,0.00,0.00,4.88,1.00,0.50,0.50,0.00,0.00,0.00,0.00,1.00,6.62,0.00,0.75,0.00,2.17,0.36,2.25,-4.9
0.00,0.50,0.00,0.00,0.00,3.22,0.25,0.12,1.12,0.00,0.00,0.00,0.00,1.25,3.16,0.00,0.19,0.00,2.14,2.09,3.56,-2.8
0.00,0.62,0.00,0.00,0.00,1.30,0.06,0.03,0.28,0.00,0.00,0.00,0.00,0.31,1.29,0.00,0.05,0.00,2.19,4.52,3.39,-1.3
0.00,0.66,0.00,0.00,0.00,0.83,0.52,0.01,0.57,0.00,0.00,0.00,0.00,0.08,0.82,0.00,0.01,0.00,2.03,1.63,5.85,-1.3
0.00,1.33,0.00,0.00,0.00,2.41,0.26,0.00,0.29,0.00,0.00,0.00,0.00,0.04,0.41,0.00,1.01,0.00,2.4,1.82,4.92,1.2
0.00,0.66,0.00,0.00,0.00,2.21,0.13,0.00,0.14,0.00,0.00,0.00,0.00,0.02,0.21,0.00,1.50,0.00,2.53,0.91,4.46,1.5
0.00,0.33,0.00,0.00,0.00,3.10,1.06,0.00,3.07,0.00,0.00,0.00,0.00,0.01,0.10,0.00,0.75,0.00,4.63,2.45,3.23,12.6
0.00,0.17,0.00,0.00,0.00,1.55,0.53,0.00,8.54,0.00,1.00,0.00,0.00,0.00,2.05,0.00,1.38,0.00,2.76,3.23,1.62,0.2
0.00,1.08,0.00,0.00,0.00,2.78,0.27,0.00,7.27,0.00,0.50,0.00,0.00,0.00,1.03,0.00,1.69,0.00,2.7,1.61,1.81,0.2
0.00,0.54,0.00,0.00,0.00,2.39,0.13,1.00,3.63,0.00,0.25,0.00,0.00,0.00,0.51,0.00,0.84,0.00,1.79,0.81,0.90,-4.8
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.53,1.00,2.00,3.9
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.1,0.00,0.00,12.3
0.00,0.00,0.00,0.00,0.00,1.00,4.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,3.00,0.00,1.00,0.00,17.76,3.00,0.00,8.6
0.00,0.00,0.00,0.00,0.00,1.50,4.00,0.00,0.00,0.00,1.50,0.00,0.00,1.00,8.50,0.00,1.50,0.00,19.17,2.50,0.00,7.8
0.00,0.00,0.00,0.00,0.00,2.75,6.00,0.00,1.00,1.00,0.75,0.00,0.00,0.50,7.25,0.00,1.75,0.00,18.28,2.25,2.00,1.6
0.00,0.00,0.00,0.00,0.00,1.38,4.00,0.00,3.50,0.50,0.38,0.00,0.00,0.25,6.62,0.00,0.88,0.00,18.73,3.12,1.00,4.1
0.00,0.00,0.00,0.00,0.00,0.69,5.00,0.00,1.75,0.25,0.19,0.00,0.00,0.12,5.31,0.00,1.44,0.00,19.57,1.56,1.50,7.0
0.00,0.00,0.00,0.00,0.00,1.34,3.50,0.00,0.88,0.12,1.09,0.00,0.00,0.06,7.66,0.00,0.72,0.00,18.16,5.78,2.75,0.7
0.00,0.00,0.00,0.00,0.00,0.67,2.75,0.00,0.44,0.06,0.55,0.00,0.00,0.03,4.83,0.00,0.36,0.00,17.92,3.89,1.38,3.1
0.00,0.00,0.00,0.00,0.00,1.34,3.38,1.00,0.22,0.03,0.27,0.00,0.00,1.02,3.41,0.00,1.18,0.00,19.17,1.95,2.69,8.1
1.00,0.00,0.00,0.00,0.00,0.67,2.69,0.50,2.11,0.02,0.14,0.00,0.00,0.51,3.71,0.00,1.59,0.00,17.42,1.97,2.34,-2.6
0.50,1.00,0.00,0.00,0.00,1.33,1.34,0.25,2.05,0.01,0.07,0.00,0.00,0.25,3.85,0.00,0.79,0.00,17.81,2.99,4.17,1.2
0.25,0.50,0.00,0.00,0.00,2.67,0.67,1.12,3.03,0.00,0.03,0.00,0.00,0.13,5.93,0.00,1.40,0.00,17.75,2.49,2.09,2.2
0.12,0.25,0.00,0.00,0.00,1.33,1.34,0.56,4.51,0.00,0.02,0.00,0.00,1.06,7.96,0.00,1.70,0.00,17.53,4.25,1.04,1.1
0.06,0.12,0.00,0.00,0.00,2.67,1.67,0.28,2.26,0.00,0.01,0.00,0.00,0.53,5.98,0.00,1.85,0.00,18.33,4.12,0.52,5.6
1.03,1.06,0.00,0.00,0.00,1.33,0.83,1.14,3.13,0.00,0.00,0.00,0.00,1.27,3.99,0.00,1.92,0.00,18.09,3.06,1.26,3.5
0.52,0.53,0.00,0.00,0.00,0.67,1.42,1.57,3.56,0.00,0.00,0.00,0.00,0.63,5.00,0.00,1.96,0.00,17.22,1.53,2.63,0.9
0.26,0.27,0.00,0.00,0.00,0.33,1.71,0.79,2.78,0.00,0.00,0.00,0.00,0.32,4.50,0.00,0.98,0.00,17.66,0.77,2.32,2.3
0.13,0.13,0.00,0.00,0.00,1.17,1.85,2.39,3.39,0.00,0.00,0.00,0.00,0.16,4.25,0.00,0.49,0.00,16.81,4.38,1.16,-1.1
0.02,0.27,0.00,0.00,0.00,0.15,0.23,0.30,1.17,0.00,0.00,0.00,0.00,0.02,1.03,0.00,0.06,0.00,16.31,3.30,2.89,-0.5
0.01,0.13,0.00,0.00,0.00,0.07,0.12,0.15,0.59,0.00,0.00,0.00,0.00,1.01,0.52,0.00,0.03,0.00,17.18,4.65,1.45,4.7
